0.000000000000000000e+00 1.154302268483393081e-11
1.250000000000000026e-04 -5.439953795387327817e-01
2.500000000000000052e-04 -1.480622047596116708e+00
3.125000000000000065e-04 -2.207255932897180362e+00
3.750000000000000078e-04 -3.218264761236722116e+00
4.375000000000000091e-04 -4.666880630362954641e+00
4.687499999999999827e-04 -5.631790051991507617e+00
5.000000000000000104e-04 -6.819930065502250116e+00
5.312500000000000382e-04 -8.300970531430785115e+00
5.625000000000000659e-04 -1.017319603512924253e+01
5.937500000000000937e-04 -1.257863822712605106e+01
6.250000000000000130e-04 -1.572835061270102663e+01
6.562499999999999323e-04 -1.994637048976873928e+01
6.874999999999999601e-04 -2.574990238267463383e+01
7.187499999999999879e-04 -3.400413555852323100e+01
7.500000000000000156e-04 -4.624263627479682981e+01
7.812500000000000434e-04 -6.539039995043825115e+01
8.125000000000000711e-04 -9.758842157502036230e+01
8.437500000000000989e-04 -1.575445752434945632e+02
8.593750000000001128e-04 -2.088259182521700836e+02
8.750000000000000182e-04 -2.880012542251232617e+02
8.828124999999999167e-04 -3.447307102695486947e+02
8.906249999999999237e-04 -4.192365056643934054e+02
8.984374999999999306e-04 -5.197052293138909818e+02
9.062499999999999375e-04 -6.596132316486780383e+02
9.101562499999999410e-04 -7.510781381441187250e+02
9.140624999999999445e-04 -8.624126888762640419e+02
9.179687499999999480e-04 -9.997695351745529706e+02
9.218749999999999514e-04 -1.171871031010909974e+03
9.257812499999999549e-04 -1.391409848733865374e+03
9.296874999999999584e-04 -1.677426154628471977e+03
9.316406249999999601e-04 -1.854024486433900393e+03
9.335937499999999618e-04 -2.059523192344405288e+03
9.355468749999999636e-04 -2.300550195679114495e+03
9.374999999999999653e-04 -2.585741014871970947e+03
9.394531249999999670e-04 -2.926513136448836576e+03
9.414062499999999688e-04 -3.338211485363860902e+03
9.433593749999999705e-04 -3.841842991321104364e+03
9.453124999999999722e-04 -4.466772260214055677e+03
9.472656249999999740e-04 -5.255037322748436964e+03
9.492187499999999757e-04 -6.268497711478005840e+03
9.511718749999999774e-04 -7.601148551034034426e+03
9.521484374999999783e-04 -8.430458716337028818e+03
9.531249999999999792e-04 -9.401332706083461744e+03
9.541015624999999801e-04 -1.054766366499686228e+04
9.550781249999999809e-04 -1.191406313495157883e+04
9.560546874999999818e-04 -1.356017798291926556e+04
9.570312499999999827e-04 -1.556716596446150652e+04
9.580078124999999835e-04 -1.804765528581227409e+04
9.589843749999999844e-04 -2.116147917467055959e+04
9.599609374999999853e-04 -2.514131269886641530e+04
9.609374999999999861e-04 -3.033589084827482293e+04
9.619140624999999870e-04 -3.728563436654819816e+04
9.628906249999999879e-04 -4.686023894880848820e+04
9.638671874999999887e-04 -6.051777588721842039e+04
9.648437499999999896e-04 -8.079769002786889905e+04
9.658203124999999905e-04 -1.121786591932110896e+05
9.667968749999999913e-04 -1.617702318056837830e+05
9.677734374999999922e-04 -2.340545520715628809e+05
9.682617187500000468e-04 -2.725466214255382656e+05
9.685058593750000199e-04 -2.889080355169220711e+05
9.687499999999999931e-04 -3.015345118845674442e+05
9.689941406249999662e-04 -3.093451578867982607e+05
9.691162109375000069e-04 -3.112622476569550345e+05
9.691772460937499731e-04 -3.117190061797187664e+05
9.692077636718750104e-04 -3.118237634290420101e+05
9.692230224609374748e-04 -3.118456077679974842e+05
9.692382812499999393e-04 -3.118472690498892916e+05
9.692535400390625121e-04 -3.118288801329410053e+05
9.692687988281249766e-04 -3.117905976399993524e+05
