2.97557346624
         1937230 function calls (1935265 primitive calls) in 6.630 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 data.py:7(<module>)
        1    0.000    0.000    0.001    0.001 difflib.py:29(<module>)
        1    0.000    0.000    0.000    0.000 dates.py:1091(MicrosecondLocator)
        2    0.000    0.000    0.000    0.000 __init__.py:78(CFUNCTYPE)
        3    0.000    0.000    0.000    0.000 __init__.py:488(PYFUNCTYPE)
       52    0.000    0.000    0.000    0.000 __init__.py:814(__getitem__)
       18    0.000    0.000    0.000    0.000 sre_parse.py:217(isname)
     16/3    0.000    0.000    0.000    0.000 pyparsing.py:2198(streamline)
       98    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 _cm.py:6(<module>)
        1    0.000    0.000    0.000    0.000 path.py:13(<module>)
        1    0.000    0.000    0.000    0.000 core.py:2572(MaskedArray)
       26    0.000    0.000    0.011    0.000 {map}
        1    0.000    0.000    0.001    0.001 _umfpack.py:11(<module>)
       76    0.000    0.000    0.000    0.000 docstring.py:93(do_copy)
       15    0.000    0.000    0.000    0.000 rcsetup.py:39(__init__)
       71    0.000    0.000    0.001    0.000 cm.py:48(_reverse_cmap_spec)
     10/2    0.000    0.000    0.001    0.001 pyparsing.py:2268(parseImpl)
       18    0.000    0.000    0.000    0.000 core.py:902(__init__)
       73    0.000    0.000    0.000    0.000 {repr}
       19    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       83    0.000    0.000    0.000    0.000 sre_parse.py:226(_class_escape)
        1    0.000    0.000    0.007    0.007 special_matrices.py:1(<module>)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
       27    0.000    0.000    0.000    0.000 artist.py:29(allow_rasterization)
        7    0.000    0.000    0.000    0.000 {imp.find_module}
        7    0.000    0.000    0.000    0.000 parser.py:215(_convert)
        1    0.000    0.000    0.001    0.001 table.py:21(<module>)
        1    0.000    0.000    0.000    0.000 trirefine.py:3(<module>)
        9    0.000    0.000    0.033    0.004 getlimits.py:93(__new__)
        2    0.000    0.000    0.033    0.017 getlimits.py:126(_init)
       82    0.000    0.000    0.000    0.000 pyparsing.py:273(__new__)
       20    0.000    0.000    0.000    0.000 pyparsing.py:1757(parseImpl)
        1    0.000    0.000    0.000    0.000 bezier.py:3(<module>)
        1    0.000    0.000    0.000    0.000 scimath.py:17(<module>)
      182    0.000    0.000    0.000    0.000 {method 'end' of '_sre.SRE_Match' objects}
        2    0.000    0.000    0.000    0.000 _util.py:1(<module>)
        8    0.000    0.000    0.000    0.000 {sorted}
       97    0.000    0.000    0.000    0.000 sre_parse.py:84(closegroup)
        1    0.000    0.000    0.001    0.001 artist.py:1(<module>)
        8    0.000    0.000    0.000    0.000 posixpath.py:321(normpath)
        7    0.000    0.000    0.000    0.000 utils.py:152(deprecate)
       10    0.000    0.000    0.000    0.000 getlimits.py:150(<lambda>)
        2    0.000    0.000    0.000    0.000 {_ctypes.POINTER}
       72    0.000    0.000    0.000    0.000 sre_parse.py:68(__init__)
       60    0.000    0.000    0.000    0.000 pyparsing.py:854(preParse)
        1    0.000    0.000    0.001    0.001 texmanager.py:35(<module>)
       98    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
       41    0.000    0.000    0.000    0.000 pyparsing.py:2146(__init__)
       34    0.000    0.000    0.000    0.000 pyparsing.py:1142(__add__)
        1    0.000    0.000    0.000    0.000 docstring.py:1(<module>)
       54    0.000    0.000    0.000    0.000 pyparsing.py:1451(__init__)
       14    0.000    0.000    0.000    0.000 abc.py:105(register)
        1    0.000    0.000    0.000    0.000 interpolate.py:1(<module>)
      162    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
        1    0.000    0.000    0.000    0.000 markers.py:90(MarkerStyle)
       72    0.000    0.000    0.000    0.000 numerictypes.py:130(english_lower)
      153    0.000    0.000    0.000    0.000 {_sre.getlower}
       20    0.000    0.000    0.000    0.000 pyparsing.py:1660(parseImpl)
       51    0.000    0.000    0.000    0.000 abc.py:89(<genexpr>)
       34    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.ndarray' objects}
        7    0.000    0.000    0.001    0.000 decorator.py:171(create)
        1    0.000    0.000    0.000    0.000 token.py:3(<module>)
        1    0.000    0.000    0.002    0.002 pyparsing.py:3346(_makeTags)
       17    0.000    0.000    0.000    0.000 genericpath.py:15(exists)
        1    0.000    0.000    0.000    0.000 typeconv.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:458(_set_array_types)
        4    0.000    0.000    0.001    0.000 __init__.py:554(_get_config_or_cache_dir)
        1    0.000    0.000    0.001    0.001 version.py:27(<module>)
        1    0.000    0.000    0.000    0.000 spines.py:1(<module>)
     15/9    0.000    0.000    0.001    0.000 pyparsing.py:2240(copy)
        9    0.000    0.000    0.000    0.000 posixpath.py:258(expanduser)
      143    0.000    0.000    0.000    0.000 inspect.py:51(ismodule)
        1    0.000    0.000    0.000    0.000 bsr.py:1(<module>)
       11    0.000    0.000    0.003    0.000 artist.py:865(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:784(RcParams)
       75    0.000    0.000    0.000    0.000 {sys._getframe}
        1    0.000    0.000    0.000    0.000 nosetester.py:6(<module>)
        1    0.000    0.000    0.000    0.000 contextlib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 trifinder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 arrayterator.py:9(<module>)
     14/8    0.000    0.000    0.001    0.000 __init__.py:311(wrapper)
        1    0.000    0.000    0.000    0.000 ssl.py:56(<module>)
        7    0.000    0.000    0.000    0.000 decorator.py:128(update)
       55    0.000    0.000    0.000    0.000 collections.py:349(<genexpr>)
      197    0.000    0.000    0.000    0.000 __init__.py:793(<genexpr>)
       14    0.000    0.000    0.000    0.000 cbook.py:48(_generate_deprecation_message)
      8/4    0.000    0.000    0.000    0.000 pyparsing.py:2167(leaveWhitespace)
        1    0.000    0.000    0.000    0.000 markers.py:76(<module>)
       55    0.000    0.000    0.000    0.000 collections.py:347(<genexpr>)
        1    0.000    0.000    0.000    0.000 path.py:27(Path)
        1    0.000    0.000    0.000    0.000 coo.py:1(<module>)
        4    0.000    0.000    0.000    0.000 tempfile.py:135(next)
        1    0.000    0.000    0.000    0.000 numbers.py:6(<module>)
       24    0.000    0.000    0.000    0.000 random.py:272(choice)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:7(<module>)
       34    0.000    0.000    0.000    0.000 six.py:93(__init__)
        1    0.000    0.000    0.000    0.000 os.py:35(_get_exports_list)
        9    0.000    0.000    0.000    0.000 pyparsing.py:1695(__str__)
       23    0.000    0.000    0.000    0.000 {numpy.core.multiarray.empty}
        1    0.000    0.000    0.000    0.000 triinterpolate.py:605(_ReducedHCT_Element)
        1    0.000    0.000    0.000    0.000 machar.py:7(<module>)
        3    0.000    0.000    0.000    0.000 decimal.py:3782(__init__)
        2    0.000    0.000    0.000    0.000 shape_base.py:1(<module>)
        4    0.000    0.000    0.001    0.000 __init__.py:210(_is_writable_dir)
        1    0.000    0.000    0.000    0.000 csc.py:1(<module>)
        1    0.000    0.000    0.001    0.001 fontconfig_pattern.py:70(__init__)
        7    0.000    0.000    0.001    0.000 decorator.py:193(decorator)
       14    0.000    0.000    0.000    0.000 textwrap.py:374(dedent)
       45    0.000    0.000    0.000    0.000 docstring.py:42(update)
       12    0.000    0.000    0.000    0.000 pyparsing.py:420(__iadd__)
      174    0.000    0.000    0.000    0.000 {method 'ljust' of 'str' objects}
       51    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
       14    0.000    0.000    0.000    0.000 {method 'findall' of '_sre.SRE_Pattern' objects}
      109    0.000    0.000    0.000    0.000 rcsetup.py:44(func)
      187    0.000    0.000    0.000    0.000 pyparsing.py:1609(<genexpr>)
       61    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 legend.py:90(Legend)
        1    0.000    0.000    0.000    0.000 Dialog.py:3(<module>)
       23    0.000    0.000    0.001    0.000 core.py:5992(__init__)
        1    0.000    0.000    0.000    0.000 units.py:44(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:344(__init__)
       65    0.000    0.000    0.000    0.000 copy_reg.py:92(__newobj__)
       18    0.000    0.000    0.000    0.000 _weakrefset.py:26(__exit__)
       51    0.000    0.000    0.000    0.000 inspect.py:837(strseq)
        1    0.000    0.000    0.000    0.000 dia.py:1(<module>)
        1    0.000    0.000    0.000    0.000 defchararray.py:1668(chararray)
        1    0.000    0.000    0.000    0.000 relativedelta.py:6(<module>)
      112    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
       36    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 geo.py:247(AitoffAxes)
        1    0.000    0.000    0.001    0.001 util.py:1(<module>)
        4    0.000    0.000    0.000    0.000 {posix.unlink}
       12    0.000    0.000    0.000    0.000 pyparsing.py:3256(<lambda>)
        1    0.000    0.000    0.000    0.000 Tkinter.py:372(Misc)
       67    0.000    0.000    0.000    0.000 core.py:5705(isMaskedArray)
        1    0.000    0.000    0.000    0.000 socket.py:179(_socketobject)
        1    0.000    0.000    0.000    0.000 geo.py:326(HammerAxes)
      149    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        1    0.000    0.000    0.002    0.002 fontconfig_pattern.py:7(<module>)
        1    0.000    0.000    0.000    0.000 csr.py:11(swig_import_helper)
       12    0.000    0.000    0.000    0.000 copy_reg.py:95(_slotnames)
        4    0.000    0.000    0.000    0.000 {posix.fdopen}
        4    0.000    0.000    0.001    0.000 warnings.py:45(filterwarnings)
        1    0.000    0.000    0.000    0.000 geo.py:19(GeoAxes)
        8    0.000    0.000    0.000    0.000 nonlin.py:216(_set_doc)
        1    0.000    0.000    0.000    0.000 decomp.py:15(<module>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:435(_construct_char_code_lookup)
       32    0.000    0.000    0.000    0.000 _weakrefset.py:81(add)
        4    0.000    0.000    0.000    0.000 version.py:268(parse)
        1    0.000    0.000    0.000    0.000 geo.py:506(LambertAxes)
        1    0.000    0.000    0.000    0.000 geo.py:406(MollweideAxes)
        4    0.000    0.000    0.000    0.000 tempfile.py:230(_mkstemp_inner)
        5    0.000    0.000    0.000    0.000 precision.py:20(_get_precisions)
       83    0.000    0.000    0.000    0.000 {iter}
        9    0.000    0.000    0.000    0.000 __init__.py:483(_get_home)
      119    0.000    0.000    0.000    0.000 opcode.py:27(def_op)
       13    0.000    0.000    0.000    0.000 functions.py:63(zeros)
       13    0.000    0.000    0.000    0.000 typeconv.py:24(convtypecode)
        8    0.000    0.000    0.000    0.000 {fcntl.fcntl}
        1    0.000    0.000    0.000    0.000 tritools.py:3(<module>)
       18    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        1    0.000    0.000    0.001    0.001 _umfpack.py:13(swig_import_helper)
       23    0.000    0.000    0.000    0.000 precision.py:36(_lookup)
        1    0.000    0.000    0.000    0.000 numerictypes.py:386(_set_up_aliases)
       40    0.000    0.000    0.000    0.000 _inspect.py:15(ismethod)
      105    0.000    0.000    0.000    0.000 {unichr}
        1    0.000    0.000    0.000    0.000 csr.py:9(<module>)
       18    0.000    0.000    0.000    0.000 functools.py:39(wraps)
      368    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
        1    0.000    0.000    0.000    0.000 case.py:171(TestCase)
        1    0.000    0.000    0.000    0.000 parser.py:700(_tzparser)
        1    0.000    0.000    0.000    0.000 path.py:965(_define_deprecated_functions)
       13    0.000    0.000    0.000    0.000 pyparsing.py:801(setParseAction)
       13    0.000    0.000    0.000    0.000 dual.py:52(register_func)
        6    0.000    0.000    0.000    0.000 core.py:1052(__init__)
       43    0.000    0.000    0.000    0.000 sre_compile.py:52(fixup)
       29    0.000    0.000    0.000    0.000 pyparsing.py:1386(__str__)
       13    0.000    0.000    0.000    0.000 pyparsing.py:687(_trim_arity)
        7    0.000    0.000    0.000    0.000 pyparsing.py:2728(__init__)
       18    0.000    0.000    0.000    0.000 _weakrefset.py:20(__enter__)
        1    0.000    0.000    0.000    0.000 ufuncs.py:1(<module>)
       72    0.000    0.000    0.000    0.000 pyparsing.py:1342(setWhitespaceChars)
        6    0.000    0.000    0.000    0.000 decimal.py:515(__new__)
        2    0.000    0.000    0.000    0.000 {posix.urandom}
        1    0.000    0.000    0.000    0.000 figure.py:233(Figure)
     16/2    0.000    0.000    0.001    0.000 pyparsing.py:2541(parseImpl)
      106    0.000    0.000    0.000    0.000 sre_parse.py:211(isident)
        1    0.000    0.000    0.000    0.000 axes.py:9342(subplot_class_factory)
        1    0.000    0.000    0.000    0.000 parser.py:290(parser)
        1    0.000    0.000    0.000    0.000 lines.py:73(Line2D)
        1    0.000    0.000    0.000    0.000 construct.py:2(<module>)
      208    0.000    0.000    0.000    0.000 {globals}
        1    0.000    0.000    0.000    0.000 collections.py:29(Collection)
        1    0.000    0.000    0.000    0.000 scale.py:518(get_scale_docs)
        1    0.000    0.000    0.000    0.000 FixTk.py:1(<module>)
       43    0.000    0.000    0.000    0.000 _inspect.py:163(<lambda>)
        1    0.000    0.000    0.000    0.000 decimal.py:506(Decimal)
        2    0.000    0.000    0.000    0.000 {function seed at 0x144de60}
       76    0.000    0.000    0.000    0.000 docstring.py:91(copy)
       40    0.000    0.000    0.000    0.000 numerictypes.py:157(english_upper)
        1    0.000    0.000    0.000    0.000 _methods.py:5(<module>)
       50    0.000    0.000    0.000    0.000 pyparsing.py:1392(streamline)
        1    0.000    0.000    0.001    0.001 texmanager.py:86(TexManager)
        1    0.000    0.000    0.000    0.000 image.py:33(_AxesImageBase)
       14    0.000    0.000    0.000    0.000 genericpath.py:38(isdir)
        1    0.000    0.000    0.000    0.000 matfuncs.py:3(<module>)
       32    0.000    0.000    0.000    0.000 pyparsing.py:169(__init__)
       22    0.000    0.000    0.000    0.000 _weakrefset.py:68(__contains__)
        8    0.000    0.000    0.001    0.000 core.py:7204(getdoc)
        2    0.000    0.000    0.033    0.017 machar.py:97(__init__)
       97    0.000    0.000    0.000    0.000 pyparsing.py:3262(<genexpr>)
        6    0.000    0.000    0.004    0.001 string.py:148(substitute)
        1    0.000    0.000    0.000    0.000 transforms.py:761(Bbox)
        1    0.000    0.000    0.000    0.000 parser.py:702(_result)
       51    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
        2    0.000    0.000    0.000    0.000 random.py:100(seed)
       17    0.000    0.000    0.000    0.000 pyparsing.py:756(setName)
       79    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 threading.py:641(Thread)
      145    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
        6    0.000    0.000    0.000    0.000 numeric.py:2320(seterr)
        1    0.000    0.000    0.000    0.000 pprint.py:35(<module>)
       22    0.000    0.000    0.000    0.000 __init__.py:290(report)
        1    0.000    0.000    0.000    0.000 spines.py:18(Spine)
        1    0.000    0.000    0.000    0.000 text.py:143(Text)
       18    0.000    0.000    0.000    0.000 {_struct.calcsize}
       43    0.000    0.000    0.000    0.000 six.py:80(__init__)
        1    0.000    0.000    0.000    0.000 dual.py:12(<module>)
        6    0.000    0.000    0.000    0.000 {numpy.core.multiarray.arange}
        1    0.000    0.000    0.000    0.000 interface.py:1(<module>)
        5    0.000    0.000    0.000    0.000 re.py:204(escape)
        1    0.000    0.000    0.000    0.000 pickle.py:827(Unpickler)
        1    0.000    0.000    0.000    0.000 numbers.py:34(Complex)
        1    0.000    0.000    0.000    0.000 defmatrix.py:206(matrix)
        2    0.000    0.000    0.001    0.000 pyparsing.py:2683(parseImpl)
        1    0.000    0.000    0.000    0.000 axis.py:599(Axis)
        1    0.000    0.000    0.000    0.000 common.py:4(<module>)
      8/4    0.000    0.000    0.001    0.000 pyparsing.py:2547(leaveWhitespace)
        4    0.000    0.000    0.000    0.000 tempfile.py:124(rng)
        1    0.000    0.000    0.000    0.000 py3k.py:4(<module>)
        3    0.000    0.000    0.000    0.000 numerictypes.py:610(obj2sctype)
       12    0.000    0.000    0.000    0.000 getlimits.py:149(<lambda>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3145(oneOf)
        6    0.000    0.000    0.000    0.000 pyparsing.py:3262(<lambda>)
        1    0.000    0.000    0.000    0.000 tricontour.py:1(<module>)
       75    0.000    0.000    0.000    0.000 docstring.py:110(copy_dedent)
        6    0.000    0.000    0.000    0.000 pyparsing.py:3137(_escapeRegexRangeChars)
        2    0.000    0.000    0.000    0.000 threading.py:259(__init__)
        1    0.000    0.000    0.000    0.000 __future__.py:48(<module>)
        1    0.000    0.000    0.000    0.000 <string>:7(Legendre)
        1    0.000    0.000    0.000    0.000 transforms.py:243(BboxBase)
       95    0.000    0.000    0.000    0.000 pyparsing.py:163(<genexpr>)
        1    0.000    0.000    0.000    0.000 _iotools.py:466(StringConverter)
       14    0.000    0.000    0.000    0.000 numerictypes.py:184(english_capitalize)
       13    0.000    0.000    0.000    0.000 _methods.py:35(_all)
        1    0.000    0.000    0.000    0.000 {_warnings.warn}
        1    0.000    0.000    0.000    0.000 pickle.py:171(Pickler)
       12    0.000    0.000    0.000    0.000 pyparsing.py:692(wrapper)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2245(And)
        1    0.000    0.000    0.000    0.000 rfc822.py:71(<module>)
        2    0.000    0.000    0.000    0.000 getlimits.py:244(__init__)
        1    0.000    0.000    0.000    0.000 _solvers.py:1(<module>)
        9    0.000    0.000    0.000    0.000 extras.py:245(getdoc)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1531(FigureCanvasBase)
        1    0.000    0.000    0.000    0.000 arraypad.py:5(<module>)
        1    0.000    0.000    0.000    0.000 <string>:7(Laguerre)
        1    0.000    0.000    0.000    0.000 minres.py:1(<module>)
        1    0.000    0.000    0.000    0.000 linalg.py:76(_determine_error_states)
     11/4    0.000    0.000    0.000    0.000 pyparsing.py:2566(streamline)
        1    0.000    0.000    0.000    0.000 twodim_base.py:3(<module>)
        1    0.000    0.000    0.000    0.000 decomp_svd.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _methods.py:49(_mean)
       40    0.000    0.000    0.000    0.000 _inspect.py:26(isfunction)
        6    0.000    0.000    0.000    0.000 numeric.py:2416(geterr)
        1    0.000    0.000    0.000    0.000 lobpcg.py:11(<module>)
        1    0.000    0.000    0.000    0.000 decomp_qr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <string>:7(Hermite)
        4    0.000    0.000    0.000    0.000 {method 'write' of 'file' objects}
        1    0.000    0.000    0.000    0.000 threading.py:131(__init__)
        1    0.000    0.000    0.000    0.000 Image.py:445(Image)
        1    0.000    0.000    0.000    0.000 csgraph.py:9(<module>)
        1    0.000    0.000    0.000    0.000 <string>:7(Chebyshev)
        1    0.000    0.000    0.000    0.000 StringIO.py:30(<module>)
        1    0.000    0.000    0.000    0.000 base.py:47(spmatrix)
       24    0.000    0.000    0.000    0.000 getlimits.py:13(_frz)
        1    0.000    0.000    0.000    0.000 decomp_cholesky.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <string>:7(Polynomial)
        1    0.000    0.000    0.000    0.000 _decomp_qz.py:1(<module>)
       17    0.000    0.000    0.000    0.000 pyparsing.py:2904(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:113(compare_versions)
        1    0.000    0.000    0.000    0.000 windowing.py:8(<module>)
       65    0.000    0.000    0.000    0.000 {id}
        1    0.000    0.000    0.000    0.000 nanfunctions.py:16(<module>)
        1    0.000    0.000    0.000    0.000 decomp_lu.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <string>:7(HermiteE)
        2    0.000    0.000    0.000    0.000 __config__.py:3(<module>)
        6    0.000    0.000    0.000    0.000 decorator.py:60(__init__)
        1    0.000    0.000    0.000    0.000 sputils.py:2(<module>)
       10    0.000    0.000    0.000    0.000 UserDict.py:58(get)
        1    0.000    0.000    0.000    0.000 {method 'mean' of 'numpy.ndarray' objects}
        7    0.000    0.000    0.000    0.000 {numpy.core.umath.seterrobj}
        1    0.000    0.000    0.000    0.000 polar.py:212(PolarAxes)
        4    0.000    0.000    0.000    0.000 {method 'split' of '_sre.SRE_Pattern' objects}
        1    0.000    0.000    0.000    0.000 calendar.py:47(_localized_month)
       12    0.000    0.000    0.000    0.000 pyparsing.py:1503(parseImpl)
        1    0.000    0.000    0.000    0.000 financial.py:10(<module>)
        1    0.000    0.000    0.000    0.000 lsmr.py:17(<module>)
       17    0.000    0.000    0.000    0.000 data.py:82(_create_method)
        1    0.000    0.000    0.005    0.005 __init__.py:14(pylab_setup)
        7    0.000    0.000    0.000    0.000 pyparsing.py:1253(__or__)
        9    0.000    0.000    0.000    0.000 core.py:2428(__init__)
        1    0.000    0.000    0.000    0.000 helper.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _methods.py:39(_count_reduce_items)
        1    0.000    0.000    0.000    0.000 tight_bbox.py:3(<module>)
       37    0.000    0.000    0.000    0.000 abc.py:15(abstractmethod)
        4    0.000    0.000    0.000    0.000 tempfile.py:468(TemporaryFile)
        1    0.000    0.000    0.000    0.000 _inspect.py:7(<module>)
        7    0.000    0.000    0.000    0.000 utils.py:103(__init__)
       51    0.000    0.000    0.000    0.000 docstring.py:77(__init__)
        1    0.000    0.000    0.000    0.000 arraysetops.py:26(<module>)
        7    0.000    0.000    0.000    0.000 pyparsing.py:2382(__init__)
        2    0.000    0.000    0.000    0.000 {open}
        1    0.000    0.000    0.000    0.000 _components.py:1(<module>)
        1    0.000    0.000    0.000    0.000 linalg_version.py:1(<module>)
        2    0.000    0.000    0.001    0.001 pyparsing.py:3264(srange)
        8    0.000    0.000    0.001    0.000 core.py:7199(__init__)
        5    0.000    0.000    0.000    0.000 cbook.py:1244(__init__)
        6    0.000    0.000    0.000    0.000 hashlib.py:83(__get_openssl_constructor)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:151(FigureCanvasTkAgg)
        1    0.000    0.000    0.000    0.000 mathtext.py:2942(MathTextParser)
       13    0.000    0.000    0.000    0.000 {method 'all' of 'numpy.ndarray' objects}
        3    0.000    0.000    0.000    0.000 numeric.py:2701(__init__)
        1    0.000    0.000    0.003    0.003 font_manager.py:942(pickle_load)
        1    0.000    0.000    0.000    0.000 <string>:1(Arguments)
        1    0.000    0.000    0.000    0.000 __init__.py:702(matplotlib_fname)
        9    0.000    0.000    0.000    0.000 extras.py:241(__init__)
        1    0.000    0.000    0.000    0.000 artist.py:66(Artist)
       10    0.000    0.000    0.000    0.000 pyparsing.py:1704(charsAsStr)
        7    0.000    0.000    0.000    0.000 pyparsing.py:764(setResultsName)
        1    0.000    0.000    0.000    0.000 decorators.py:15(<module>)
        1    0.000    0.000    0.000    0.000 tripcolor.py:1(<module>)
        9    0.000    0.000    0.000    0.000 six.py:108(__init__)
       55    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 <string>:1(Mismatch)
       31    0.000    0.000    0.000    0.000 _inspect.py:39(iscode)
        1    0.000    0.000    0.000    0.000 triplot.py:1(<module>)
        9    0.000    0.000    0.000    0.000 core.py:2434(getdoc)
        1    0.000    0.000    0.000    0.000 collections.py:26(OrderedDict)
       22    0.000    0.000    0.000    0.000 __init__.py:322(ge)
        3    0.000    0.000    0.000    0.000 result.py:14(failfast)
        3    0.000    0.000    0.000    0.000 weakref.py:47(__init__)
       18    0.000    0.000    0.000    0.000 _weakrefset.py:52(_commit_removals)
        1    0.000    0.000    0.000    0.000 backend_agg.py:55(RendererAgg)
        4    0.000    0.000    0.000    0.000 pyparsing.py:324(__setitem__)
        1    0.000    0.000    0.006    0.006 Recursive.py:280(Leads)
        4    0.000    0.000    0.000    0.000 {posix.access}
       27    0.000    0.000    0.000    0.000 decimal.py:3809(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:705(ParserElement)
       94    0.000    0.000    0.000    0.000 pyparsing.py:3361(<genexpr>)
       72    0.000    0.000    0.000    0.000 {method 'iteritems' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 lgmres.py:4(<module>)
        1    0.000    0.000    0.000    0.000 mathtext.py:665(BakomaFonts)
        4    0.000    0.000    0.001    0.000 pyparsing.py:2924(__init__)
        1    0.000    0.000    0.000    0.000 csc.py:11(swig_import_helper)
        1    0.000    0.000    0.001    0.001 bsr.py:11(swig_import_helper)
        1    0.000    0.000    0.000    0.000 patches.py:46(Patch)
        2    0.000    0.000    0.000    0.000 warnings.py:74(simplefilter)
        3    0.000    0.000    0.000    0.000 index_tricks.py:231(__init__)
        2    0.000    0.000    0.000    0.000 getlimits.py:269(max)
        1    0.000    0.000    0.000    0.000 parser.py:200(__init__)
      170    0.000    0.000    0.000    0.000 {method 'start' of '_sre.SRE_Match' objects}
       19    0.000    0.000    0.000    0.000 tokenize.py:44(group)
        1    0.000    0.000    0.001    0.001 bsr.py:9(<module>)
        1    0.000    0.000    0.000    0.000 _internal.py:224(_ctypes)
        4    0.000    0.000    0.000    0.000 tempfile.py:48(_set_cloexec)
        1    0.000    0.000    0.000    0.000 keyword.py:11(<module>)
        1    0.000    0.000    0.000    0.000 csc.py:9(<module>)
        2    0.000    0.000    0.000    0.000 getlimits.py:148(<lambda>)
        1    0.000    0.000    0.000    0.000 random.py:72(Random)
        4    0.000    0.000    0.000    0.000 __init__.py:798(__setitem__)
       50    0.000    0.000    0.000    0.000 {_ctypes.sizeof}
       22    0.000    0.000    0.000    0.000 pyparsing.py:315(__getitem__)
        2    0.000    0.000    0.000    0.000 six.py:83(__get__)
        1    0.000    0.000    0.000    0.000 polynomial.py:930(poly1d)
        4    0.000    0.000    0.000    0.000 {filter}
        1    0.000    0.000    0.000    0.000 Tkinter.py:2164(Canvas)
        1    0.000    0.000    0.000    0.000 compressed.py:19(_cs_matrix)
        1    0.000    0.000    0.000    0.000 coo.py:9(<module>)
        1    0.000    0.000    0.000    0.000 backend_bases.py:123(RendererBase)
        1    0.000    0.000    0.000    0.000 polytemplate.py:11(<module>)
        1    0.000    0.000    0.000    0.000 {time.localtime}
        1    0.000    0.000    0.000    0.000 <string>:1(Match)
       18    0.000    0.000    0.000    0.000 _weakrefset.py:16(__init__)
        1    0.000    0.000    0.000    0.000 dia.py:11(swig_import_helper)
       14    0.000    0.000    0.000    0.000 cbook.py:125(deprecated)
        1    0.000    0.000    0.000    0.000 _laplacian.py:3(<module>)
        2    0.000    0.000    0.000    0.000 pyparsing.py:2733(parseImpl)
        1    0.000    0.000    0.000    0.000 decimal.py:3763(Context)
        2    0.000    0.000    0.001    0.001 pyparsing.py:1000(parseString)
        1    0.000    0.000    0.000    0.000 numpytest.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _iotools.py:246(NameValidator)
        4    0.000    0.000    0.000    0.000 __init__.py:301(wrap)
        1    0.000    0.000    0.000    0.000 backend_bases.py:674(GraphicsContextBase)
        1    0.000    0.000    0.000    0.000 spfun_stats.py:34(<module>)
        1    0.000    0.000    0.000    0.000 <string>:1(Attribute)
        4    0.000    0.000    0.000    0.000 _util.py:22(__init__)
        1    0.000    0.000    0.000    0.000 result.py:26(TestResult)
        1    0.000    0.000    0.000    0.000 dia.py:9(<module>)
        1    0.000    0.000    0.000    0.000 gzip.py:36(GzipFile)
       40    0.000    0.000    0.000    0.000 version.py:273(<lambda>)
        3    0.000    0.000    0.000    0.000 __init__.py:541(_get_xdg_cache_dir)
        1    0.000    0.000    0.000    0.000 function_base.py:1519(__init__)
       12    0.000    0.000    0.000    0.000 pyparsing.py:1454(setName)
