         5626341 function calls (5624376 primitive calls) in 25.793 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 arrayterator.py:21(Arrayterator)
        1    0.000    0.000    0.000    0.000 arrayterator.py:9(<module>)
        1    0.000    0.000    0.001    0.001 artist.py:1(<module>)
       11    0.001    0.000    0.011    0.001 artist.py:1018(pprint_setters)
       11    0.000    0.000    0.015    0.001 artist.py:1304(kwdoc)
       27    0.000    0.000    0.000    0.000 artist.py:29(allow_rasterization)
        1    0.000    0.000    0.000    0.000 artist.py:66(Artist)
        1    0.000    0.000    0.000    0.000 artist.py:859(ArtistInspector)
       11    0.000    0.000    0.004    0.000 artist.py:865(__init__)
       11    0.002    0.000    0.004    0.000 artist.py:883(get_aliases)
      407    0.001    0.000    0.003    0.000 artist.py:911(get_valid_values)
       11    0.002    0.000    0.007    0.001 artist.py:939(_get_setters_and_targets)
     1453    0.001    0.000    0.001    0.000 artist.py:973(is_alias)
      407    0.000    0.000    0.000    0.000 artist.py:983(aliased_name)
        1    0.000    0.000    0.000    0.000 atexit.py:37(register)
        1    0.000    0.000    0.000    0.000 atexit.py:6(<module>)
        1    0.001    0.001    0.011    0.011 axes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 axes.py:141(_process_plot_var_args)
        1    0.000    0.000    0.001    0.001 axes.py:331(Axes)
        1    0.000    0.000    0.000    0.000 axes.py:9206(SubplotBase)
        1    0.000    0.000    0.000    0.000 axes.py:9342(subplot_class_factory)
        1    0.000    0.000    0.000    0.000 axes.py:9364(_PicklableSubplotClassConstructor)
        1    0.000    0.000    0.000    0.000 axis.py:1581(XAxis)
        1    0.000    0.000    0.000    0.000 axis.py:1881(YAxis)
        1    0.000    0.000    0.000    0.000 axis.py:24(Tick)
        1    0.000    0.000    0.001    0.001 axis.py:3(<module>)
        1    0.000    0.000    0.000    0.000 axis.py:314(XTick)
        1    0.000    0.000    0.000    0.000 axis.py:456(YTick)
        1    0.000    0.000    0.000    0.000 axis.py:594(Ticker)
        1    0.000    0.000    0.000    0.000 axis.py:599(Axis)
        1    0.000    0.000    0.000    0.000 backend_agg.py:21(<module>)
        1    0.000    0.000    0.000    0.000 backend_agg.py:422(FigureCanvasAgg)
        1    0.000    0.000    0.000    0.000 backend_agg.py:55(RendererAgg)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1060(TimerBase)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1213(Event)
        1    0.000    0.000    0.000    0.000 backend_bases.py:123(RendererBase)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1236(IdleEvent)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1244(DrawEvent)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1260(ResizeEvent)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1279(CloseEvent)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1290(LocationEvent)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1395(MouseEvent)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1453(PickEvent)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1494(KeyEvent)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1531(FigureCanvasBase)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2540(NonGuiException)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2544(FigureManagerBase)
