-3.000000000000000000e+00 -6.566571780155081584e-01 -2.140000075084929065e-01
-2.970000000000000195e+00 2.072531544829538386e-01 -1.470927243271573370e-01
-2.939999999999999947e+00 2.138529941100121845e-01 3.216844874600170712e-02
-2.910000000000000142e+00 1.460667388630697283e-01 1.319711448958242883e-01
-2.879999999999999893e+00 6.188819784914708494e-02 1.736064218128317571e-01
-2.850000000000000089e+00 -1.631306698281559039e-02 1.745089744288552125e-01
-2.819999999999999840e+00 -7.893819711291728825e-02 1.486807172571699698e-01
-2.790000000000000036e+00 -1.225509489083505682e-01 1.071585309900883742e-01
-2.759999999999999787e+00 -1.470401917404676184e-01 5.844648918513563329e-02
-2.729999999999999982e+00 -1.541344740716064088e-01 8.905373014519886443e-03
-2.700000000000000178e+00 -1.465333239360558371e-01 -3.689948065342307099e-02
-2.669999999999999929e+00 -1.273669118858110072e-01 -7.588939870635875995e-02
-2.640000000000000124e+00 -9.984994534521057785e-02 -1.061997547086984822e-01
-2.609999999999999876e+00 -6.705912121665950909e-02 -1.269406219372261058e-01
-2.580000000000000071e+00 -3.179324554176542889e-02 -1.379879128009756650e-01
-2.549999999999999822e+00 3.509464659116744156e-03 -1.398023491451517997e-01
-2.520000000000000018e+00 3.681369347407628667e-02 -1.332737761303074420e-01
-2.490000000000000213e+00 6.650054413317585400e-02 -1.195884544276556993e-01
-2.459999999999999964e+00 9.136054177745075999e-02 -1.001171287429908074e-01
-2.430000000000000160e+00 1.105721955765891773e-01 -7.632182218279534580e-02
-2.399999999999999911e+00 1.236706664662756971e-01 -4.967937239229835988e-02
-2.370000000000000107e+00 1.305100004078429132e-01 -2.161999991937267954e-02
-2.339999999999999858e+00 1.312215511100488785e-01 6.520856550478883185e-03
-2.310000000000000053e+00 1.261706667583009367e-01 3.353893881101485674e-02
-2.280000000000000249e+00 1.159131686609654599e-01 5.838726078325070373e-02
-2.250000000000000000e+00 1.011528483757169472e-01 8.019322258562146255e-02
-2.219999999999999751e+00 8.270087898365913182e-02 9.826797504212766987e-02
-2.189999999999999947e+00 6.143781941370281968e-02 1.121091639011839725e-01
-2.160000000000000142e+00 3.827869471883842828e-02 1.213980890153445458e-01
-2.129999999999999893e+00 1.414148384789885513e-02 1.259922243175737311e-01
-2.100000000000000089e+00 -1.008078027425934192e-02 1.259139601558968979e-01
-2.070000000000000284e+00 -3.354419623966815173e-02 1.213363489049885807e-01
-2.040000000000000036e+00 -5.547444672616727579e-02 1.125665587671548784e-01
-2.009999999999999787e+00 -7.518356899379785574e-02 1.000276706610519484e-01
-1.979999999999999982e+00 -9.208314633025262153e-02 8.423938173217496161e-02
-1.949999999999999956e+00 -1.056940827074209499e-01 6.579812018293869358e-02
-1.919999999999999929e+00 -1.156531117119200813e-01 4.535701167713408061e-02
-1.890000000000000124e+00 -1.217163074385449462e-01 2.360608394906853202e-02
-1.860000000000000098e+00 -1.237597762285123637e-01 1.253042181454984286e-03
-1.830000000000000071e+00 -1.217778068960483073e-01 -2.099510165951094451e-02
-1.800000000000000044e+00 -1.158787285130869760e-01 -4.244930888411187209e-02
-1.770000000000000018e+00 -1.062787375225650033e-01 -6.245451034944046742e-02
-1.739999999999999991e+00 -9.329395967392484224e-02 -8.040416685448431577e-02
-1.709999999999999964e+00 -7.733100652019378463e-02 -9.575327929201826738e-02
-1.680000000000000160e+00 -5.887629122292847156e-02 -1.080297711637285274e-01
-1.650000000000000133e+00 -3.848434534168972132e-02 -1.168441992167371379e-01
-1.620000000000000107e+00 -1.676538996742938173e-02 -1.218977812683676998e-01
-1.590000000000000080e+00 5.627611844895671900e-03 -1.229887625880444618e-01
-1.560000000000000053e+00 2.801219732922023004e-02 -1.200171713506902327e-01
-1.530000000000000027e+00 4.968973243052193789e-02 -1.129880530903339120e-01
-1.500000000000000000e+00 6.995863080650228938e-02 -1.020132944255212337e-01
-1.469999999999999973e+00 8.812728220354779096e-02 -8.731221186099608067e-02
-1.439999999999999947e+00 1.035265343199797544e-01 -6.921109744569246824e-02
-1.410000000000000142e+00 1.155215038755886547e-01 -4.814200716446443568e-02
-1.380000000000000115e+00 1.235228005673495583e-01 -2.464114050828244973e-02
-1.350000000000000089e+00 1.269966787266689490e-01 6.527035347926677528e-04
-1.320000000000000062e+00 1.254743775240410308e-01 2.699892746661831933e-02
-1.290000000000000036e+00 1.185603428029583378e-01 5.355423238187662083e-02
-1.260000000000000009e+00 1.059393332668088494e-01 7.936857444145194174e-02
-1.229999999999999982e+00 8.738233725706059940e-02 1.033757457383853440e-01
-1.200000000000000178e+00 6.275127550065554005e-02 1.243749763375257417e-01
-1.170000000000000151e+00 3.200245496604906675e-02 1.409975852739054902e-01
-1.140000000000000124e+00 -4.811217769211699989e-03 1.516488314459945863e-01
-1.110000000000000098e+00 -4.753926191597455941e-02 1.544107435431722186e-01
-1.080000000000000071e+00 -9.593403183146215207e-02 1.469045394148175421e-01
-1.050000000000000044e+00 -1.496546299920266387e-01 1.263386608029675173e-01
-1.020000000000000018e+00 -2.083234263281338317e-01 9.406329846399354155e-02
-9.900000000000002132e-01 -4.102376256558049605e-01 -1.044227813002535227e-01
-9.599999999999999645e-01 -1.916987848241990533e-01 -2.758672476012092312e-01
-9.300000000000001599e-01 -3.209804247464701638e-02 -2.855472811537370648e-01
-8.999999999999999112e-01 7.789570015833953420e-02 -2.421064192113708269e-01
-8.700000000000001066e-01 1.472225369831458019e-01 -1.773393645461944779e-01
-8.399999999999998579e-01 1.839022641853615136e-01 -1.067573722729080188e-01
-8.100000000000000533e-01 1.950410170082008121e-01 -3.902108008379478327e-02
-7.800000000000002487e-01 1.868716336772789366e-01 2.091378688687294679e-02
-7.500000000000000000e-01 1.648013770169902137e-01 7.036783218806977325e-02
-7.200000000000001954e-01 1.334623492013990442e-01 1.081602684749558424e-01
-6.899999999999999467e-01 9.676321436380252994e-02 1.341315830084167937e-01
-6.600000000000001421e-01 5.794160590471679473e-02 1.488251023825883645e-01
